"id_with_url","name","species","feature_type","description"
"ENSG00000222208","RNA5SP129","Human","Gene","RNA, 5S ribosomal pseudogene 129 [Source:HGNC Symbol;Acc:HGNC:43029]"
"ENSG00000222209","RNA5SP56","Human","Gene","RNA, 5S ribosomal pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:42833]"
"ENSG00000222230","RNA5SP158","Human","Gene","RNA, 5S ribosomal pseudogene 158 [Source:HGNC Symbol;Acc:HGNC:43058]"
"ENSG00000222232","RNA5SP89","Human","Gene","RNA, 5S ribosomal pseudogene 89 [Source:HGNC Symbol;Acc:HGNC:42887]"
"ENSG00000222236","RNA5SP163","Human","Gene","RNA, 5S ribosomal pseudogene 163 [Source:HGNC Symbol;Acc:HGNC:43063]"
"ENSG00000222244","RNA5SP431","Human","Gene","RNA, 5S ribosomal pseudogene 431 [Source:HGNC Symbol;Acc:HGNC:43331]"
"ENSG00000222248","RNA5SP201","Human","Gene","RNA, 5S ribosomal pseudogene 201 [Source:HGNC Symbol;Acc:HGNC:43101]"
"ENSG00000222251","RNA5SP95","Human","Gene","RNA, 5S ribosomal pseudogene 95 [Source:HGNC Symbol;Acc:HGNC:42893]"
"ENSG00000222268","RNA5SP425","Human","Gene","RNA, 5S ribosomal pseudogene 425 [Source:HGNC Symbol;Acc:HGNC:43325]"
"ENSG00000222285","RNA5SP193","Human","Gene","RNA, 5S ribosomal pseudogene 193 [Source:HGNC Symbol;Acc:HGNC:43093]"
"ENSG00000222302","RNA5SP371","Human","Gene","RNA, 5S ribosomal pseudogene 371 [Source:HGNC Symbol;Acc:HGNC:43271]"
"ENSG00000222308","RNA5SP198","Human","Gene","RNA, 5S ribosomal pseudogene 198 [Source:HGNC Symbol;Acc:HGNC:43098]"
"ENSG00000222312","RNA5SP178","Human","Gene","RNA, 5S ribosomal pseudogene 178 [Source:HGNC Symbol;Acc:HGNC:43078]"
"ENSG00000222317","RNA5SP118","Human","Gene","RNA, 5S ribosomal pseudogene 118 [Source:HGNC Symbol;Acc:HGNC:42916]"
"ENSG00000222346","RNA5SP237","Human","Gene","RNA, 5S ribosomal pseudogene 237 [Source:HGNC Symbol;Acc:HGNC:43137]"
"ENSG00000222378","RNA5SP44","Human","Gene","RNA, 5S ribosomal pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:42820]"
"ENSG00000222383","RNA5SP203","Human","Gene","RNA, 5S ribosomal pseudogene 203 [Source:HGNC Symbol;Acc:HGNC:43103]"
"ENSG00000222407","RNA5SP80","Human","Gene","RNA, 5S ribosomal pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:42857]"
"ENSG00000222416","RNA5SP274","Human","Gene","RNA, 5S ribosomal pseudogene 274 [Source:HGNC Symbol;Acc:HGNC:43174]"
"ENSG00000222418","RNA5SP113","Human","Gene","RNA, 5S ribosomal pseudogene 113 [Source:HGNC Symbol;Acc:HGNC:42911]"
"ENSG00000222419","RNA5SP511","Human","Gene","RNA, 5S ribosomal pseudogene 511 [Source:HGNC Symbol;Acc:HGNC:43411]"
"ENSG00000222427","RNA5SP338","Human","Gene","RNA, 5S ribosomal pseudogene 338 [Source:HGNC Symbol;Acc:HGNC:43238]"
"ENSG00000222428","RNA5SP231","Human","Gene","RNA, 5S ribosomal pseudogene 231 [Source:HGNC Symbol;Acc:HGNC:43131]"
"ENSG00000222455","RNA5SP296","Human","Gene","RNA, 5S ribosomal pseudogene 296 [Source:HGNC Symbol;Acc:HGNC:43196]"
"ENSG00000222459","RNA5SP293","Human","Gene","RNA, 5S ribosomal pseudogene 293 [Source:HGNC Symbol;Acc:HGNC:43193]"
"ENSG00000222468","RNA5SP261","Human","Gene","RNA, 5S ribosomal pseudogene 261 [Source:HGNC Symbol;Acc:HGNC:43161]"
"ENSG00000222500","RNA5SP475","Human","Gene","RNA, 5S ribosomal pseudogene 475 [Source:HGNC Symbol;Acc:HGNC:43375]"
"ENSG00000222520","RNA5SP451","Human","Gene","RNA, 5S ribosomal pseudogene 451 [Source:HGNC Symbol;Acc:HGNC:43351]"
"ENSG00000222546","RNA5SP251","Human","Gene","RNA, 5S ribosomal pseudogene 251 [Source:HGNC Symbol;Acc:HGNC:43151]"
"ENSG00000222552","RNA5SP60","Human","Gene","RNA, 5S ribosomal pseudogene 60 [Source:HGNC Symbol;Acc:HGNC:42837]"
"ENSG00000222578","RNA5SP345","Human","Gene","RNA, 5S ribosomal pseudogene 345 [Source:HGNC Symbol;Acc:HGNC:43245]"
"ENSG00000222585","RNA5SP494","Human","Gene","RNA, 5S ribosomal pseudogene 494 [Source:HGNC Symbol;Acc:HGNC:43394]"
"ENSG00000222608","RNA5SP504","Human","Gene","RNA, 5S ribosomal pseudogene 504 [Source:HGNC Symbol;Acc:HGNC:43404]"
"ENSG00000222675","RNA5SP146","Human","Gene","RNA, 5S ribosomal pseudogene 146 [Source:HGNC Symbol;Acc:HGNC:43046]"
"ENSG00000222682","RNA5SP38","Human","Gene","RNA, 5S ribosomal pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:42614]"
"ENSG00000222740","RNA5SP328","Human","Gene","RNA, 5S ribosomal pseudogene 328 [Source:HGNC Symbol;Acc:HGNC:43228]"
"ENSG00000222741","RNA5SP229","Human","Gene","RNA, 5S ribosomal pseudogene 229 [Source:HGNC Symbol;Acc:HGNC:43129]"
"ENSG00000222747","RNA5SP25","Human","Gene","RNA, 5S ribosomal pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:42601]"
"ENSG00000222778","RNA5SP144","Human","Gene","RNA, 5S ribosomal pseudogene 144 [Source:HGNC Symbol;Acc:HGNC:43044]"
"ENSG00000222806","RNA5SP225","Human","Gene","RNA, 5S ribosomal pseudogene 225 [Source:HGNC Symbol;Acc:HGNC:43125]"
"ENSG00000222832","RNA5SP120","Human","Gene","RNA, 5S ribosomal pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:42918]"
"ENSG00000222835","RNA5SP100","Human","Gene","RNA, 5S ribosomal pseudogene 100 [Source:HGNC Symbol;Acc:HGNC:42898]"
"ENSG00000222838","RNA5SP136","Human","Gene","RNA, 5S ribosomal pseudogene 136 [Source:HGNC Symbol;Acc:HGNC:43036]"
"ENSG00000222849","RNA5SP21","Human","Gene","RNA, 5S ribosomal pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:42589]"
"ENSG00000222854","RNA5SP59","Human","Gene","RNA, 5S ribosomal pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:42836]"
"ENSG00000222920","RNA5SP29","Human","Gene","RNA, 5S ribosomal pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:42605]"
"ENSG00000222921","RNA5SP104","Human","Gene","RNA, 5S ribosomal pseudogene 104 [Source:HGNC Symbol;Acc:HGNC:42902]"
"ENSG00000222922","RNA5SP501","Human","Gene","RNA, 5S ribosomal pseudogene 501 [Source:HGNC Symbol;Acc:HGNC:43401]"
"ENSG00000222952","RNA5SP41","Human","Gene","RNA, 5S ribosomal pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:42817]"
"ENSG00000222955","RNA5SP265","Human","Gene","RNA, 5S ribosomal pseudogene 265 [Source:HGNC Symbol;Acc:HGNC:43165]"
"ENSG00000222971","RNA5SP222","Human","Gene","RNA, 5S ribosomal pseudogene 222 [Source:HGNC Symbol;Acc:HGNC:43122]"
"ENSG00000222983","RNA5SP127","Human","Gene","RNA, 5S ribosomal pseudogene 127 [Source:HGNC Symbol;Acc:HGNC:43027]"
"ENSG00000223003","RNA5SP184","Human","Gene","RNA, 5S ribosomal pseudogene 184 [Source:HGNC Symbol;Acc:HGNC:43084]"
"ENSG00000223013","RNA5SP344","Human","Gene","RNA, 5S ribosomal pseudogene 344 [Source:HGNC Symbol;Acc:HGNC:43244]"
"ENSG00000223019","RNA5SP306","Human","Gene","RNA, 5S ribosomal pseudogene 306 [Source:HGNC Symbol;Acc:HGNC:43206]"
"ENSG00000223046","RNA5SP369","Human","Gene","RNA, 5S ribosomal pseudogene 369 [Source:HGNC Symbol;Acc:HGNC:43269]"
"ENSG00000223076","RNA5SP31","Human","Gene","RNA, 5S ribosomal pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:42607]"
"ENSG00000223086","RNA5SP155","Human","Gene","RNA, 5S ribosomal pseudogene 155 [Source:HGNC Symbol;Acc:HGNC:43055]"
"ENSG00000223092","RNA5SP115","Human","Gene","RNA, 5S ribosomal pseudogene 115 [Source:HGNC Symbol;Acc:HGNC:42913]"
"ENSG00000223113","RNA5SP247","Human","Gene","RNA, 5S ribosomal pseudogene 247 [Source:HGNC Symbol;Acc:HGNC:43147]"
"ENSG00000223131","RNA5SP304","Human","Gene","RNA, 5S ribosomal pseudogene 304 [Source:HGNC Symbol;Acc:HGNC:43204]"
"ENSG00000223138","RNA5SP450","Human","Gene","RNA, 5S ribosomal pseudogene 450 [Source:HGNC Symbol;Acc:HGNC:43350]"
"ENSG00000223162","RNA5SP280","Human","Gene","RNA, 5S ribosomal pseudogene 280 [Source:HGNC Symbol;Acc:HGNC:43180]"
"ENSG00000223169","RNA5SP209","Human","Gene","RNA, 5S ribosomal pseudogene 209 [Source:HGNC Symbol;Acc:HGNC:43109]"
"ENSG00000223177","RNA5SP39","Human","Gene","RNA, 5S ribosomal pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:42615]"
"ENSG00000223203","RNA5SP221","Human","Gene","RNA, 5S ribosomal pseudogene 221 [Source:HGNC Symbol;Acc:HGNC:43121]"
"ENSG00000223238","RNA5SP294","Human","Gene","RNA, 5S ribosomal pseudogene 294 [Source:HGNC Symbol;Acc:HGNC:43194]"
"ENSG00000223259","RNA5SP508","Human","Gene","RNA, 5S ribosomal pseudogene 508 [Source:HGNC Symbol;Acc:HGNC:43408]"
"ENSG00000223262","RNA5SP492","Human","Gene","RNA, 5S ribosomal pseudogene 492 [Source:HGNC Symbol;Acc:HGNC:43392]"
"ENSG00000223274","RNA5SP498","Human","Gene","RNA, 5S ribosomal pseudogene 498 [Source:HGNC Symbol;Acc:HGNC:43398]"
"ENSG00000223290","RNA5SP107","Human","Gene","RNA, 5S ribosomal pseudogene 107 [Source:HGNC Symbol;Acc:HGNC:42905]"
"ENSG00000223293","RNA5SP270","Human","Gene","RNA, 5S ribosomal pseudogene 270 [Source:HGNC Symbol;Acc:HGNC:43170]"
"ENSG00000223318","RNA5SP111","Human","Gene","RNA, 5S ribosomal pseudogene 111 [Source:HGNC Symbol;Acc:HGNC:42909]"
"ENSG00000272253","RNA5SP386","Human","Gene","RNA, 5S ribosomal pseudogene 386 [Source:HGNC Symbol;Acc:HGNC:43286]"
"ENSG00000272351","RNA5SP506","Human","Gene","RNA, 5S ribosomal pseudogene 506 [Source:HGNC Symbol;Acc:HGNC:43406]"
"ENSG00000272435","RNA5SP357","Human","Gene","RNA, 5S ribosomal pseudogene 357 [Source:HGNC Symbol;Acc:HGNC:43257]"
"ENSG00000274164","RNA5SP439","Human","Gene","RNA, 5S ribosomal pseudogene 439 [Source:HGNC Symbol;Acc:HGNC:43339]"
"ENSG00000274228","RNA5SP414","Human","Gene","RNA, 5S ribosomal pseudogene 414 [Source:HGNC Symbol;Acc:HGNC:43314]"
"ENSG00000274467","RNA5SP257","Human","Gene","RNA, 5S ribosomal pseudogene 257 [Source:HGNC Symbol;Acc:HGNC:43157]"
"ENSG00000276036","RNA5SP440","Human","Gene","RNA, 5S ribosomal pseudogene 440 [Source:HGNC Symbol;Acc:HGNC:43340]"
"ENSG00000276599","RNA5SP411","Human","Gene","RNA, 5S ribosomal pseudogene 411 [Source:HGNC Symbol;Acc:HGNC:43311]"
"ENSG00000277004","RNA5SP412","Human","Gene","RNA, 5S ribosomal pseudogene 412 [Source:HGNC Symbol;Acc:HGNC:43312]"
"ENSG00000280646","RNA5SP196","Human","Gene","RNA, 5S ribosomal pseudogene 196 [Source:HGNC Symbol;Acc:HGNC:43096]"
"ENSG00000238379","RNA5SP103","Human","Gene","RNA, 5S ribosomal pseudogene 103 [Source:HGNC Symbol;Acc:HGNC:42901]"
"ENSG00000238391","RNA5SP233","Human","Gene","RNA, 5S ribosomal pseudogene 233 [Source:HGNC Symbol;Acc:HGNC:43133]"
"ENSG00000238405","RNA5SP311","Human","Gene","RNA, 5S ribosomal pseudogene 311 [Source:HGNC Symbol;Acc:HGNC:43211]"
"ENSG00000238627","RNA5SP489","Human","Gene","RNA, 5S ribosomal pseudogene 489 [Source:HGNC Symbol;Acc:HGNC:43389]"
"ENSG00000238765","RNA5SP57","Human","Gene","RNA, 5S ribosomal pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:42834]"
"ENSG00000238908","RNA5SP484","Human","Gene","RNA, 5S ribosomal pseudogene 484 [Source:HGNC Symbol;Acc:HGNC:43384]"
"ENSG00000238965","RNA5SP351","Human","Gene","RNA, 5S ribosomal pseudogene 351 [Source:HGNC Symbol;Acc:HGNC:43251]"
"ENSG00000239021","RNA5SP246","Human","Gene","RNA, 5S ribosomal pseudogene 246 [Source:HGNC Symbol;Acc:HGNC:43146]"
"ENSG00000239152","RNA5SP310","Human","Gene","RNA, 5S ribosomal pseudogene 310 [Source:HGNC Symbol;Acc:HGNC:43210]"
"ENSG00000239184","RNA5SP269","Human","Gene","RNA, 5S ribosomal pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:43169]"
"ENSG00000251698","RNA5SP445","Human","Gene","RNA, 5S ribosomal pseudogene 445 [Source:HGNC Symbol;Acc:HGNC:43345]"
"ENSG00000251705","RNA5-8SP6","Human","Gene","RNA, 5.8S ribosomal pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:41960]"
"ENSG00000251717","RNA5SP419","Human","Gene","RNA, 5S ribosomal pseudogene 419 [Source:HGNC Symbol;Acc:HGNC:43319]"
"ENSG00000251729","RNA5SP401","Human","Gene","RNA, 5S ribosomal pseudogene 401 [Source:HGNC Symbol;Acc:HGNC:43301]"
"ENSG00000251746","RNA5SP112","Human","Gene","RNA, 5S ribosomal pseudogene 112 [Source:HGNC Symbol;Acc:HGNC:42910]"
"ENSG00000251756","RNA5SP385","Human","Gene","RNA, 5S ribosomal pseudogene 385 [Source:HGNC Symbol;Acc:HGNC:43285]"
"ENSG00000251760","RNA5SP418","Human","Gene","RNA, 5S ribosomal pseudogene 418 [Source:HGNC Symbol;Acc:HGNC:43318]"
"ENSG00000251764","RNA5SP446","Human","Gene","RNA, 5S ribosomal pseudogene 446 [Source:HGNC Symbol;Acc:HGNC:43346]"
"ENSG00000251766","RNA5SP518","Human","Gene","RNA, 5S ribosomal pseudogene 518 [Source:HGNC Symbol;Acc:HGNC:43418]"
"ENSG00000251768","RNA5SP217","Human","Gene","RNA, 5S ribosomal pseudogene 217 [Source:HGNC Symbol;Acc:HGNC:43117]"
"ENSG00000251770","RNA5SP486","Human","Gene","RNA, 5S ribosomal pseudogene 486 [Source:HGNC Symbol;Acc:HGNC:43386]"
"ENSG00000251781","RNA5SP356","Human","Gene","RNA, 5S ribosomal pseudogene 356 [Source:HGNC Symbol;Acc:HGNC:43256]"
"ENSG00000251785","RNA5SP20","Human","Gene","RNA, 5S ribosomal pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42588]"
"ENSG00000251816","RNA5SP157","Human","Gene","RNA, 5S ribosomal pseudogene 157 [Source:HGNC Symbol;Acc:HGNC:43057]"
"ENSG00000251823","RNA5SP162","Human","Gene","RNA, 5S ribosomal pseudogene 162 [Source:HGNC Symbol;Acc:HGNC:43062]"
"ENSG00000251829","RNA5SP436","Human","Gene","RNA, 5S ribosomal pseudogene 436 [Source:HGNC Symbol;Acc:HGNC:43336]"
"ENSG00000251850","RNA5SP96","Human","Gene","RNA, 5S ribosomal pseudogene 96 [Source:HGNC Symbol;Acc:HGNC:42894]"
"ENSG00000251857","RNA5SP362","Human","Gene","RNA, 5S ribosomal pseudogene 362 [Source:HGNC Symbol;Acc:HGNC:43262]"
"ENSG00000251873","RNA5SP182","Human","Gene","RNA, 5S ribosomal pseudogene 182 [Source:HGNC Symbol;Acc:HGNC:43082]"
"ENSG00000251884","RNA5SP288","Human","Gene","RNA, 5S ribosomal pseudogene 288 [Source:HGNC Symbol;Acc:HGNC:43188]"
"ENSG00000251890","RNA5SP497","Human","Gene","RNA, 5S ribosomal pseudogene 497 [Source:HGNC Symbol;Acc:HGNC:43397]"
"ENSG00000251904","RNA5SP272","Human","Gene","RNA, 5S ribosomal pseudogene 272 [Source:HGNC Symbol;Acc:HGNC:43172]"
"ENSG00000251915","RNA5SP406","Human","Gene","RNA, 5S ribosomal pseudogene 406 [Source:HGNC Symbol;Acc:HGNC:43306]"
"ENSG00000251920","RNA5SP216","Human","Gene","RNA, 5S ribosomal pseudogene 216 [Source:HGNC Symbol;Acc:HGNC:43116]"
"ENSG00000251924","RNA5SP408","Human","Gene","RNA, 5S ribosomal pseudogene 408 [Source:HGNC Symbol;Acc:HGNC:43308]"
"ENSG00000251936","RNA5SP249","Human","Gene","RNA, 5S ribosomal pseudogene 249 [Source:HGNC Symbol;Acc:HGNC:43149]"
"ENSG00000251941","RNA5SP116","Human","Gene","RNA, 5S ribosomal pseudogene 116 [Source:HGNC Symbol;Acc:HGNC:42914]"
"ENSG00000251953","RNA5SP522","Human","Gene","RNA, 5S ribosomal pseudogene 522 [Source:HGNC Symbol;Acc:HGNC:43422]"
"ENSG00000251965","RNA5SP208","Human","Gene","RNA, 5S ribosomal pseudogene 208 [Source:HGNC Symbol;Acc:HGNC:43108]"
"ENSG00000251978","RNA5SP236","Human","Gene","RNA, 5S ribosomal pseudogene 236 [Source:HGNC Symbol;Acc:HGNC:43136]"
"ENSG00000251990","RNA5SP180","Human","Gene","RNA, 5S ribosomal pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:43080]"
"ENSG00000251993","RNA5SP227","Human","Gene","RNA, 5S ribosomal pseudogene 227 [Source:HGNC Symbol;Acc:HGNC:43127]"
"ENSG00000251997","RNA5SP458","Human","Gene","RNA, 5S ribosomal pseudogene 458 [Source:HGNC Symbol;Acc:HGNC:43358]"
"ENSG00000252001","RNA5SP303","Human","Gene","RNA, 5S ribosomal pseudogene 303 [Source:HGNC Symbol;Acc:HGNC:43203]"
"ENSG00000252002","RNA5SP154","Human","Gene","RNA, 5S ribosomal pseudogene 154 [Source:HGNC Symbol;Acc:HGNC:43054]"
"ENSG00000252012","RNA5SP521","Human","Gene","RNA, 5S ribosomal pseudogene 521 [Source:HGNC Symbol;Acc:HGNC:43421]"
"ENSG00000252029","RNA5SP253","Human","Gene","RNA, 5S ribosomal pseudogene 253 [Source:HGNC Symbol;Acc:HGNC:43153]"
"ENSG00000252041","RNA5SP228","Human","Gene","RNA, 5S ribosomal pseudogene 228 [Source:HGNC Symbol;Acc:HGNC:43128]"
"ENSG00000252060","RNA5SP464","Human","Gene","RNA, 5S ribosomal pseudogene 464 [Source:HGNC Symbol;Acc:HGNC:43364]"
"ENSG00000252070","RNA5SP341","Human","Gene","RNA, 5S ribosomal pseudogene 341 [Source:HGNC Symbol;Acc:HGNC:43241]"
"ENSG00000252072","RNA5SP320","Human","Gene","RNA, 5S ribosomal pseudogene 320 [Source:HGNC Symbol;Acc:HGNC:43220]"
"ENSG00000252086","RNA5SP76","Human","Gene","RNA, 5S ribosomal pseudogene 76 [Source:HGNC Symbol;Acc:HGNC:42853]"
"ENSG00000252094","RNA5SP410","Human","Gene","RNA, 5S ribosomal pseudogene 410 [Source:HGNC Symbol;Acc:HGNC:43310]"
"ENSG00000252107","RNA5SP220","Human","Gene","RNA, 5S ribosomal pseudogene 220 [Source:HGNC Symbol;Acc:HGNC:43120]"
"ENSG00000252149","RNA5SP315","Human","Gene","RNA, 5S ribosomal pseudogene 315 [Source:HGNC Symbol;Acc:HGNC:43215]"
"ENSG00000252161","RNA5SP318","Human","Gene","RNA, 5S ribosomal pseudogene 318 [Source:HGNC Symbol;Acc:HGNC:43218]"
"ENSG00000252164","RNA5SP282","Human","Gene","RNA, 5S ribosomal pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:43182]"
"ENSG00000252167","RNA5SP287","Human","Gene","RNA, 5S ribosomal pseudogene 287 [Source:HGNC Symbol;Acc:HGNC:43187]"
"ENSG00000252169","RNA5SP200","Human","Gene","RNA, 5S ribosomal pseudogene 200 [Source:HGNC Symbol;Acc:HGNC:43100]"
"ENSG00000252179","RNA5SP255","Human","Gene","RNA, 5S ribosomal pseudogene 255 [Source:HGNC Symbol;Acc:HGNC:43155]"
"ENSG00000252182","RNA5SP413","Human","Gene","RNA, 5S ribosomal pseudogene 413 [Source:HGNC Symbol;Acc:HGNC:43313]"
"ENSG00000252207","RNA5SP365","Human","Gene","RNA, 5S ribosomal pseudogene 365 [Source:HGNC Symbol;Acc:HGNC:43265]"
"ENSG00000252211","RNA5SP473","Human","Gene","RNA, 5S ribosomal pseudogene 473 [Source:HGNC Symbol;Acc:HGNC:43373]"
"ENSG00000252231","RNA5SP67","Human","Gene","RNA, 5S ribosomal pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:42844]"
"ENSG00000252246","RNA5SP92","Human","Gene","RNA, 5S ribosomal pseudogene 92 [Source:HGNC Symbol;Acc:HGNC:42890]"
"ENSG00000252259","RNA5SP49","Human","Gene","RNA, 5S ribosomal pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:42825]"
"ENSG00000252260","RNA5SP461","Human","Gene","RNA, 5S ribosomal pseudogene 461 [Source:HGNC Symbol;Acc:HGNC:43361]"
"ENSG00000252261","RNA5SP262","Human","Gene","RNA, 5S ribosomal pseudogene 262 [Source:HGNC Symbol;Acc:HGNC:43162]"
"ENSG00000252262","RNA5SP61","Human","Gene","RNA, 5S ribosomal pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:42838]"
"ENSG00000252267","RNA5SP495","Human","Gene","RNA, 5S ribosomal pseudogene 495 [Source:HGNC Symbol;Acc:HGNC:43395]"
"ENSG00000252268","RNA5SP417","Human","Gene","RNA, 5S ribosomal pseudogene 417 [Source:HGNC Symbol;Acc:HGNC:43317]"
"ENSG00000252272","RNA5SP470","Human","Gene","RNA, 5S ribosomal pseudogene 470 [Source:HGNC Symbol;Acc:HGNC:43370]"
"ENSG00000252287","RNA5SP24","Human","Gene","RNA, 5S ribosomal pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42600]"
"ENSG00000252289","RNA5SP519","Human","Gene","RNA, 5S ribosomal pseudogene 519 [Source:HGNC Symbol;Acc:HGNC:43419]"
"ENSG00000252301","RNA5SP134","Human","Gene","RNA, 5S ribosomal pseudogene 134 [Source:HGNC Symbol;Acc:HGNC:43034]"
"ENSG00000252302","RNA5SP147","Human","Gene","RNA, 5S ribosomal pseudogene 147 [Source:HGNC Symbol;Acc:HGNC:43047]"
"ENSG00000252307","RNA5SP153","Human","Gene","RNA, 5S ribosomal pseudogene 153 [Source:HGNC Symbol;Acc:HGNC:43053]"
"ENSG00000252313","RNA5SP281","Human","Gene","RNA, 5S ribosomal pseudogene 281 [Source:HGNC Symbol;Acc:HGNC:43181]"
"ENSG00000252315","RNA5SP520","Human","Gene","RNA, 5S ribosomal pseudogene 520 [Source:HGNC Symbol;Acc:HGNC:43420]"
"ENSG00000252336","RNA5SP148","Human","Gene","RNA, 5S ribosomal pseudogene 148 [Source:HGNC Symbol;Acc:HGNC:43048]"
"ENSG00000252342","RNA5SP164","Human","Gene","RNA, 5S ribosomal pseudogene 164 [Source:HGNC Symbol;Acc:HGNC:43064]"
"ENSG00000252346","RNA5SP121","Human","Gene","RNA, 5S ribosomal pseudogene 121 [Source:HGNC Symbol;Acc:HGNC:42919]"
"ENSG00000252364","RNA5SP360","Human","Gene","RNA, 5S ribosomal pseudogene 360 [Source:HGNC Symbol;Acc:HGNC:43260]"
"ENSG00000252366","RNA5SP367","Human","Gene","RNA, 5S ribosomal pseudogene 367 [Source:HGNC Symbol;Acc:HGNC:43267]"
"ENSG00000252368","RNA5SP43","Human","Gene","RNA, 5S ribosomal pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:42819]"
"ENSG00000252370","RNA5SP438","Human","Gene","RNA, 5S ribosomal pseudogene 438 [Source:HGNC Symbol;Acc:HGNC:43338]"
"ENSG00000252376","RNA5SP395","Human","Gene","RNA, 5S ribosomal pseudogene 395 [Source:HGNC Symbol;Acc:HGNC:43295]"
"ENSG00000252422","RNA5SP476","Human","Gene","RNA, 5S ribosomal pseudogene 476 [Source:HGNC Symbol;Acc:HGNC:43376]"
"ENSG00000252424","RNA5SP384","Human","Gene","RNA, 5S ribosomal pseudogene 384 [Source:HGNC Symbol;Acc:HGNC:43284]"
"ENSG00000252428","RNA5SP285","Human","Gene","RNA, 5S ribosomal pseudogene 285 [Source:HGNC Symbol;Acc:HGNC:43185]"
"ENSG00000252437","RNA5SP459","Human","Gene","RNA, 5S ribosomal pseudogene 459 [Source:HGNC Symbol;Acc:HGNC:43359]"
"ENSG00000252451","RNA5SP168","Human","Gene","RNA, 5S ribosomal pseudogene 168 [Source:HGNC Symbol;Acc:HGNC:43068]"
"ENSG00000252456","RNA5SP434","Human","Gene","RNA, 5S ribosomal pseudogene 434 [Source:HGNC Symbol;Acc:HGNC:43334]"
"ENSG00000252479","RNA5SP309","Human","Gene","RNA, 5S ribosomal pseudogene 309 [Source:HGNC Symbol;Acc:HGNC:43209]"
"ENSG00000252496","RNA5SP33","Human","Gene","RNA, 5S ribosomal pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:42609]"
"ENSG00000252509","RNA5SP271","Human","Gene","RNA, 5S ribosomal pseudogene 271 [Source:HGNC Symbol;Acc:HGNC:43171]"
"ENSG00000252510","RNA5SP55","Human","Gene","RNA, 5S ribosomal pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:42832]"
"ENSG00000252512","RNA5SP206","Human","Gene","RNA, 5S ribosomal pseudogene 206 [Source:HGNC Symbol;Acc:HGNC:43106]"
"ENSG00000252516","RNA5SP82","Human","Gene","RNA, 5S ribosomal pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:42859]"
"ENSG00000252535","RNA5SP254","Human","Gene","RNA, 5S ribosomal pseudogene 254 [Source:HGNC Symbol;Acc:HGNC:43154]"
"ENSG00000252539","RNA5SP462","Human","Gene","RNA, 5S ribosomal pseudogene 462 [Source:HGNC Symbol;Acc:HGNC:43362]"
"ENSG00000252546","RNA5SP466","Human","Gene","RNA, 5S ribosomal pseudogene 466 [Source:HGNC Symbol;Acc:HGNC:43366]"
"ENSG00000252553","RNA5SP73","Human","Gene","RNA, 5S ribosomal pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:42850]"
"ENSG00000252563","RNA5SP45","Human","Gene","RNA, 5S ribosomal pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:42821]"
"ENSG00000252587","RNA5SP422","Human","Gene","RNA, 5S ribosomal pseudogene 422 [Source:HGNC Symbol;Acc:HGNC:43322]"
"ENSG00000252591","RNA5SP468","Human","Gene","RNA, 5S ribosomal pseudogene 468 [Source:HGNC Symbol;Acc:HGNC:43368]"
"ENSG00000252598","RNA5SP460","Human","Gene","RNA, 5S ribosomal pseudogene 460 [Source:HGNC Symbol;Acc:HGNC:43360]"
"ENSG00000252618","RNA5SP441","Human","Gene","RNA, 5S ribosomal pseudogene 441 [Source:HGNC Symbol;Acc:HGNC:43341]"
"ENSG00000252623","RNA5SP481","Human","Gene","RNA, 5S ribosomal pseudogene 481 [Source:HGNC Symbol;Acc:HGNC:43381]"
"ENSG00000252624","RNA5SP409","Human","Gene","RNA, 5S ribosomal pseudogene 409 [Source:HGNC Symbol;Acc:HGNC:43309]"
"ENSG00000252637","RNA5SP268","Human","Gene","RNA, 5S ribosomal pseudogene 268 [Source:HGNC Symbol;Acc:HGNC:43168]"
